titel,pdf,urn,sou-nr,full_titel
1937:4,https://weburn.kb.se/sou/206/urn-nbn-se-kb-digark-2058479.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378748,1937:4,"Betänkande med förslag rörande svenskt penninglotteri",
1937:5,https://weburn.kb.se/sou/228/urn-nbn-se-kb-digark-2279350.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378749,1937:5,"Betänkande med förslag till lagstiftning angående särskilda husbehovsskogar i Västerbottens och Norrbottens läns lappmarker m. m.",
1937:6,https://weburn.kb.se/sou/206/urn-nbn-se-kb-digark-2058506.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-868251,1937:6,"Yttrande i abortfrågan",
1937:7,https://weburn.kb.se/sou/356/urn-nbn-se-kb-digark-3556852.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378750,1937:7,"Betänkande med speciella beräkningar och förslag rörande ersättningarna för städningsarbete inom vissa statliga ämbetslokaler i Stockholm m. m.",
1937:8,https://weburn.kb.se/sou/357/urn-nbn-se-kb-digark-3561049.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378751,1937:8,"Betänkande med förslag angående den statsunderstödda vattenavlednings- och avdikningsverksamheten samt därmed sammanhängande spörsmål",
1937:9,https://weburn.kb.se/sou/206/urn-nbn-se-kb-digark-2058527.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1192126,1937:9,"Utredning rörande jordbrukets läge i Norrland med vissa förslag till åtgärder till förbättrande av den norrländska jordbrukarbefolkningens ekonomiska ställning",
1937:10,https://weburn.kb.se/sou/206/urn-nbn-se-kb-digark-2053157.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-2508831,1937:10,"Betänkande med förslag angående rätt till fiske i Vänern, Vättern, Mälaren, Hjälmaren och Storsjön i Jämtland. 1",
1937:11,https://weburn.kb.se/sou/222/urn-nbn-se-kb-digark-2214830.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-2508832,1937:11,"Betänkande med förslag angående rätt till fiske i Vänern, Vättern, Mälaren, Hjälmaren och Storsjön i Jämtland. 2, Kartbilagor : Vänern och Hjälmaren",
1937:12,https://weburn.kb.se/sou/362/urn-nbn-se-kb-digark-3619391.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378752,1937:12,"Arbetslöshetsundersökningen den 31 juli 1936",
1937:13,https://weburn.kb.se/sou/208/urn-nbn-se-kb-digark-2074755.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378753,1937:13,"Lagberedningens förslag till lag om aktiebolags pensions- och andra personalstiftelser m. m.",
1937:14,https://weburn.kb.se/sou/356/urn-nbn-se-kb-digark-3556866.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378754,1937:14,"Betänkande med förslag till vissa lagstiftningsåtgärder till motverkande av överdriven skuldsättning inom jordbruket",
1937:15,https://weburn.kb.se/sou/206/urn-nbn-se-kb-digark-2059003.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378755,1937:15,"Utredning med förslag till vissa åtgärder för trafiksäkerhetens höjande vid korsningar i samma plan mellan järnväg och väg samt järnvägarnas beredande av bidrag av automobilskattemedel till säkerhetsanordningarna vid dylika korsningar",
1937:16,https://weburn.kb.se/sou/208/urn-nbn-se-kb-digark-2074754.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378756,1937:16,"Betänkande och förslag i fråga om utbildning av hembiträden Hembiträdesutredningens betänkande 1",
1937:17,https://weburn.kb.se/sou/359/urn-nbn-se-kb-digark-3587278.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378757,1937:17,"Betänkande angående vissa med frivillig anskaffning av luftvärnsmateriel sammanhängande frågor",
1937:18,https://weburn.kb.se/sou/204/urn-nbn-se-kb-digark-2039037.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378758,1937:18,"Promemoria angående grunderna för en reform av lagstiftningen om rätt till litterära och musikaliska verk",
1937:19,https://weburn.kb.se/sou/359/urn-nbn-se-kb-digark-3587338.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378759,1937:19,"Betänkande med förslag till åtgärder mot smittsam kastning hos nötkreatur",
1937:20,https://weburn.kb.se/sou/358/urn-nbn-se-kb-digark-3572384.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378760,1937:20,"Utredning angående de rättsbildade domsagobiträdenas anställnings- och avlöningsförhållanden",
1937:21,https://weburn.kb.se/sou/357/urn-nbn-se-kb-digark-3566547.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378761,1937:21,"Betänkande med förslag till lag om minimilöner för lantarbetare.",
1937:22,https://weburn.kb.se/sou/206/urn-nbn-se-kb-digark-2058481.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378762,1937:22,"Efterskrift till 'Kyrkogodset i Skåne, Halland och Blekinge under dansk tid'",
1937:23,https://weburn.kb.se/sou/359/urn-nbn-se-kb-digark-3585543.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378763,1937:23,"Betänkande angående Pensionsstyrelsens invaliditetsförebyggande verksamhet",
1937:24,https://weburn.kb.se/sou/208/urn-nbn-se-kb-digark-2074753.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378764,1937:24,"Förslag till ändrad lagstiftning om sammanträffande av brott jämte motiv",
1937:25,https://weburn.kb.se/sou/206/urn-nbn-se-kb-digark-2059002.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378765,1937:25,"Utredning rörande flottans fartygstyper m. m.",
1937:26,https://weburn.kb.se/sou/361/urn-nbn-se-kb-digark-3607606.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378766,1937:26,"Betänkande med utredning och förslag rörande beredskapsarbeten",
1937:27,https://weburn.kb.se/sou/208/urn-nbn-se-kb-digark-2073583.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378767,1937:27,"Betänkande med förslag till lönereglering för lärarpersonalen vid kommunala mellanskolor, kommunala flickskolor och högre folkskolor",
1937:28,https://weburn.kb.se/sou/207/urn-nbn-se-kb-digark-2066781.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378768,1937:28,"Betänkande med förslag till lag om skyddskoppympning m. m.",
1937:29,https://weburn.kb.se/sou/210/urn-nbn-se-kb-digark-2095169.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8219332,1937:29,"Betänkande med förslag till lag om allmänningsskogar i Norrland och Dalarna m.m.",
1937:30,https://weburn.kb.se/sou/206/urn-nbn-se-kb-digark-2058482.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378770,1937:30,"Redogörelse för inventering av odlingsjord å kronoparkerna nedanför odlingsgränsen i de två nordligaste Norrlandslänen ävensom för vissa andra uppdrag",
1937:31,https://weburn.kb.se/sou/207/urn-nbn-se-kb-digark-2067579.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378771,1937:31,"Betänkande med förslag angående inrättande av ett statens institut för folkhälsan avgivet av tillkallade sakkunniga",
1937:32,https://weburn.kb.se/sou/205/urn-nbn-se-kb-digark-2044304.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378772,1937:32,"Betänkande med utredning och förslag angående dyrortsgrupperingen",
1937:33,https://weburn.kb.se/sou/205/urn-nbn-se-kb-digark-2044308.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378773,1937:33,"Betänkande med förslag angående den fasta lantbruksundervisningens ordnande",
1937:34,https://weburn.kb.se/sou/205/urn-nbn-se-kb-digark-2044310.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378774,1937:34,"Betänkande med förslag till åtgärder för förbättrande av de blindas och de dövstummas arbetsförhållanden och förvärvsmöjligheter",
1937:35,https://weburn.kb.se/sou/205/urn-nbn-se-kb-digark-2044313.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378775,1937:35,"Betänkande med förslag till lagstiftning om grundvatten m. m.",
1937:36,https://weburn.kb.se/sou/206/urn-nbn-se-kb-digark-2059001.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378776,1937:36,"Utredning i fråga om universitetens verksamhet och organisation",
1937:37,https://weburn.kb.se/sou/206/urn-nbn-se-kb-digark-2059288.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378777,1937:37,"Efterlämnade anteckningar till Förberedande utkast till strafflag",
1937:38,https://weburn.kb.se/sou/205/urn-nbn-se-kb-digark-2044314.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378778,1937:38,"Betänkande med förslag till lag om villkorlig dom m. m.",
1937:39,https://weburn.kb.se/sou/205/urn-nbn-se-kb-digark-2044317.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378779,1937:39,"Betänkande med förslag till kungörelse om kommissionärer hos överrätter och stadsdomstolar",
1937:40,https://weburn.kb.se/sou/206/urn-nbn-se-kb-digark-2058488.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378780,1937:40,"Särskilda inom Ecklesiastikdepartementet tillkallade sakkunnigas yttrande med anledning av det åt dem lämnade uppdraget att biträda vid utredigeringen av det utav 1936 års kyrkomöte antagna psalmboksförslaget.",
1937:41,https://weburn.kb.se/sou/205/urn-nbn-se-kb-digark-2044319.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378781,1937:41,"Betänkande rörande fiskerinäringens avsättningsförhållanden m. m.",
1937:42,https://weburn.kb.se/sou/205/urn-nbn-se-kb-digark-2044323.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378782,1937:42,"Betänkande med förslag till omläggning av den direkta statsbeskattningen m. m.",
1937:43,https://weburn.kb.se/sou/205/urn-nbn-se-kb-digark-2044325.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378783,1937:43,"Betänkande med förslag rörande lån och bidrag av statsmedel till främjande av bostadsförsörjning för mindre bemedlade barnrika familjer i egnahem m. m. jämte därtill hörande utredningar",
1937:44,https://weburn.kb.se/sou/205/urn-nbn-se-kb-digark-2044327.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378784,1937:44,"Betänkande med utredning och förslag angående understöd i form av fria bostäder och fri kost åt studerande vid universiteten i Uppsala och Lund samt Karolinska mediko-kirurgiska institutet",
1937:45,https://weburn.kb.se/sou/205/urn-nbn-se-kb-digark-2044329.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378785,1937:45,"Betänkande med utredning och förslag angående studentexamen",
1937:46,https://weburn.kb.se/sou/205/urn-nbn-se-kb-digark-2044330.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378786,1937:46,"Betänkande och förslag rörande vården av själsligt abnorma manliga skyddshemselever samt av vanartade sinnesslöa gossar m. m.",
1937:47,https://weburn.kb.se/sou/208/urn-nbn-se-kb-digark-2074752.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378787,1937:47,"Folktandvård förslag",
1937:48,https://weburn.kb.se/sou/205/urn-nbn-se-kb-digark-2044341.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378788,1937:48,"Betänkande med förslag till civilt avlöningsreglemente",
1937:49,https://weburn.kb.se/sou/205/urn-nbn-se-kb-digark-2044346.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378789,1937:49,"Betänkande med förslag till lag om semester",
1937:50,https://weburn.kb.se/sou/206/urn-nbn-se-kb-digark-2058528.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-591734,1937:50,"Sverges familjenamn 1920 Suppl. nr 5 /förteckning.",
1937:51,https://weburn.kb.se/sou/206/urn-nbn-se-kb-digark-2058489.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378790,1937:51,"Betänkande med förslag till lagstiftning om vitaminiserade livsmedel och om kringföringshandel med kött och charkuterivaror",
1937:52,https://weburn.kb.se/sou/205/urn-nbn-se-kb-digark-2044367.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378791,1937:52,"Betänkande med förslag angående effektivisering av yrkesinspektionen",
1937:53,https://weburn.kb.se/sou/207/urn-nbn-se-kb-digark-2067578.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378792,1937:53,"Betänkande med förslag till ändrade bestämmelser rörande automobilbeskattningen",
1937:54,https://weburn.kb.se/sou/205/urn-nbn-se-kb-digark-2044475.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378793,1937:54,"Betänkande angående anordnande av lagringsutrymmen för flytande bränslen m. m.",
1937:55,https://weburn.kb.se/sou/205/urn-nbn-se-kb-digark-2044485.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378794,1937:55,"Betänkande med förslag till arbetstidslag för detaljhandeln och butikstängningslag",
1937:56,https://weburn.kb.se/sou/206/urn-nbn-se-kb-digark-2058490.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378795,1937:56,"Normalförslag till provisoriska byggnadsföreskrifter enligt 128 § i byggnadsstadgan",
1937:57,https://weburn.kb.se/sou/207/urn-nbn-se-kb-digark-2067550.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-2508136,1937:57,"Normalförslag till byggnadsordningar m. m. 1",
1938:1,https://weburn.kb.se/sou/208/urn-nbn-se-kb-digark-2073584.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378796,1938:1,"Betänkande angående omorganisation av Polisskolan i Stockholm m. m. avgivet av inom Socialdepartementet tillkallade sakkunniga",
1938:2,https://weburn.kb.se/sou/204/urn-nbn-se-kb-digark-2039039.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378797,1938:2,"Förslag till revision av Den svenska kyrkohandboken",
1938:3,https://weburn.kb.se/sou/206/urn-nbn-se-kb-digark-2058507.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1222222,1938:3,"Byggnadsindustrien i Sverige 2,utredning och betänkande.",
1938:4,https://weburn.kb.se/sou/206/urn-nbn-se-kb-digark-2058517.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1222223,1938:4,"Byggnadsindustrien i Sverige 3,utredning och betänkande.",
1938:5,https://weburn.kb.se/sou/208/urn-nbn-se-kb-digark-2074749.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8219333,1938:5,"Betänkande med utredning och förslag rörande produktions- och avsättningsförhållandena inom trädgårdsnäringen",
1938:6,https://weburn.kb.se/sou/206/urn-nbn-se-kb-digark-2057448.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378799,1938:6,"Betänkande i näringsfrågan",
1938:7,https://weburn.kb.se/sou/206/urn-nbn-se-kb-digark-2053160.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378800,1938:7,"Betänkande angående barnbeklädnadsbidrag m. m.",
1938:8,https://weburn.kb.se/sou/211/urn-nbn-se-kb-digark-2109023.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378801,1938:8,"Betänkande med förslag rörande omorganisation av vissa delar av Tekniska skolan i Stockholm",
1938:9,https://weburn.kb.se/sou/207/urn-nbn-se-kb-digark-2066782.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378802,1938:9,"Utlåtande rörande flottans fartygstyper m. m.",
1938:10,https://weburn.kb.se/sou/209/urn-nbn-se-kb-digark-2083932.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1222221,1938:10,"Byggnadsindustrien i Sverige 1,utredning och betänkande.",
1938:11,https://weburn.kb.se/sou/204/urn-nbn-se-kb-digark-2039053.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378803,1938:11,"Riktlinjer för en lagstiftning om ägareförbehåll och avbetalningsköp",
1938:12,https://weburn.kb.se/sou/207/urn-nbn-se-kb-digark-2061134.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378804,1938:12,"Undersökning av taxeringsutfallet beträffande jordbruksfastighet å landsbygden enligt beredningsnämndernas förslag vid 1938 års allmänna fastighetstaxering.",
1938:13,https://weburn.kb.se/sou/205/urn-nbn-se-kb-digark-2047445.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378805,1938:13,"Betänkande angående förvärvsarbetande kvinnors rättsliga ställning vid äktenskap och barnsbörd",
1938:14,https://weburn.kb.se/sou/219/urn-nbn-se-kb-digark-2182282.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378806,1938:14,"Betänkande och förslag angående Skolöverstyrelsens organisation avgivna av inom Ecklesiastikdepartementet tillkallade sakkunniga.",
1938:15,https://weburn.kb.se/sou/207/urn-nbn-se-kb-digark-2067562.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-871749,1938:15,"Betänkande angående 'landsbygdens avfolkning'",
1938:16,https://weburn.kb.se/sou/217/urn-nbn-se-kb-digark-2161732.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378807,1938:16,"Betänkande och förslag angående verksamheten vid Kungl. Dramatiska teatern, dess förvaltning och ledning",
1938:17,https://weburn.kb.se/sou/208/urn-nbn-se-kb-digark-2073585.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378808,1938:17,"Betänkande med förslag till lotteriförordning m. m.",
1938:18,https://weburn.kb.se/sou/217/urn-nbn-se-kb-digark-2161720.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378809,1938:18,"Betänkande med förslag till lag om frivillig pensionering av i enskild tjänst anställda m. m.",
1938:19,https://weburn.kb.se/sou/208/urn-nbn-se-kb-digark-2073597.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378810,1938:19,"Yttrande med socialetiska synpunkter på befolkningsfrågan",
1938:20,https://weburn.kb.se/sou/208/urn-nbn-se-kb-digark-2073596.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378811,1938:20,"Betänkande angående barnkrubbor och sommarkolonier m. m.",
1938:21,https://weburn.kb.se/sou/209/urn-nbn-se-kb-digark-2086649.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-2509125,1938:21,"Arbetslöshetsräkningen den 31 augusti 1937. D. 1",
1938:22,https://weburn.kb.se/sou/207/urn-nbn-se-kb-digark-2067553.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1197064,1938:22,"Betänkande med förslag till reformerad hyreslagstiftning",
1938:23,https://weburn.kb.se/sou/221/urn-nbn-se-kb-digark-2209473.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378812,1938:23,"Betänkande med förslag till lag om enskilda vägar m. m.",
1938:24,https://weburn.kb.se/sou/208/urn-nbn-se-kb-digark-2073595.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378813,1938:24,"Betänkande med vissa demografiska utredningar",
1938:25,https://weburn.kb.se/sou/208/urn-nbn-se-kb-digark-2073594.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378814,1938:25,"Betänkande med förslag till lag om villkorlig frigivning m. m.",
1938:26,https://weburn.kb.se/sou/210/urn-nbn-se-kb-digark-2093875.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378815,1938:26,"Betänkande med utredning och förslag angående centrala verkstadsskolor m. m.",
1938:27,https://weburn.kb.se/sou/208/urn-nbn-se-kb-digark-2073593.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378816,1938:27,"Betänkande med förslag till trafikförsäkringslag jämte därmed sammanhängande författningar",
1938:28,https://weburn.kb.se/sou/208/urn-nbn-se-kb-digark-2073592.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378817,1938:28,"Betänkande rörande åtgärder för enhetliggörande av det svenska järnvägsnätet",
1938:29,https://weburn.kb.se/sou/207/urn-nbn-se-kb-digark-2067577.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378818,1938:29,"Betänkande med utredning och förslag angående intagning av elever i första klassen av de allmänna läroverken och med dem jämförliga läroanstalter",
1938:30,https://weburn.kb.se/sou/208/urn-nbn-se-kb-digark-2073590.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378819,1938:30,"Betänkande jämte lagförslag angående lärlingsutbildningen inom hantverket och den mindre industrien",
1938:31,https://weburn.kb.se/sou/210/urn-nbn-se-kb-digark-2093483.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378820,1938:31,"Försöksutredning beträffande omfattningen av yrkesmässig godstrafik med automobil eller släpvagn under år 1937",
1938:32,https://weburn.kb.se/sou/208/urn-nbn-se-kb-digark-2073591.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1378821,1938:32,"Betänkande med utredning och förslag angående begynnelsespråket i realskolan",
